text,sentiment
My friend's cat severely broke his leg falling from the second story. Put your phones away and protect your cats from hurting themselevs!! This isnt funny!,negative
What??!!!! I thought cats  hated water? 😂,negative
That rock was paw picked for its perfect balance and shell cracking abilities.,positive
"@dosenfleisch1310  even better watch the ring on his hand as he goes to get the fish, it disappears!  I was once like you, I’m glad I was humbled, it’s better for all involved 🙏",positive
That's Nala - her owner is Charlie and there's another equally cute dog named Monkey. He has a youtube channel all about their adventures.,positive
him getting ready to do the rooster call was like Godzilla charging up his atomic breath,positive
"So people would rather record and say ""stop you're gonna fall"" rather than actually putting on the effort to stop their cat from falling? 🤔",negative
I bet a couple of these cats were hurt bad,negative
"AI sucks,  ruined every resl fe incredible event with the question of validation",negative
"Man I love this it looks like bro thinking ""hm did i leave the stove open nahh"" goes back to chewing the wood",positive
Wow! Amazing!,positive
"Ooooh this rooster was going to accompany a nice plate of spaghetti with red wine sauce,in case he was trying to wake me up.they were going to make good company at familys dinner rable",positive
Love they birds there’s a big flock close to my house. I see them every day while walking my dog. They are highly intelligent and you don’t want to make them mad because to recognize faces.,positive
I love how smart these animals are. If I had to pick the Otter would be my fav.,positive
"Small animals ?  Mice ?😹 I thought she was protector home, pleasure, fertility and cats. Small animals , rats and mice, were probably sacrifices to her",positive
"The crying baby was not crow, that was different bird, i can remember the name nme tho",negative
"Bye bye was a trigger for my Schnauzer. It meant car ride. She had many others, but she loved to go bye bye. ❤🐾🚘🐶",positive
What a blessing you are!!!,positive
That’s so funny. I like the one where it says like like all of them I like them because they’re so funny and like I’ve just been drinking drink and,positive
I’m sure these Two Dogs lived in the same home since the dog outside didn’t do anything to his brother! Mom sure knows how to shut her dog up though!,positive
Dalmatians are the worst pet you can possibly imagine.  They're hyper aggressive because they were bred to scare other carriages horses and people out of the way of the old fire engines..,negative
The voices people hear in the forest our probably a crow mimicking!               And I love how they use the same vocals as their human! ❤️ 🐦‍⬛❤,positive
Had to check frame by frame if this contains a slight evidence being made by AI. Adding it now to my Awesome Animal vid collection.,positive
"Lol, 😂😂😂 nice slap",positive
Heh heh heh heh heh heh heh heh heh heh heh heh heh heh,negative
Why are they standing perfectly straight? 😂,positive
I didnt like seeing the kitty terrified. It was probably loud to.,negative
Does he do it every time like its the first time too?  Just love him,positive
NOO CAT POOR CAT PAPA EVIL,negative
Your explanation is worth sharing It made my day better.,positive
How many of em d'ya think had to die before they started to stop and listen?,negative
"How often do you go on a walk? Once a week? A month? What about feeding? Also once a week? Sorry, but I just don’t understand the over the top excitement.",positive
Stop telling them they are gu onna fall. Your negativity doesn't help.,negative
cats are so intelligent these days :),positive
"In movies people falling down stairs - always breaking necks and dead. For cats however, falling down stairs... It's just Tuesday. 🤣",negative
Living his best life until thanksgiving. 😭,positive
"""I'm gonna die here!"" 🤣🤣🤣",negative
If you call upon the name of Jesus Christ he'll set you free and deliver you from every demonic spirit. I used to get sleep paralysis until I started to invoke Him and surrendered my life to him. They went away,positive
"So cute, built like a bag of sugar",positive
i hate the world i live in nowadays... seeing so many people comment who seem to believe this is a legit video is scary and concerning. AI needs to be watermarked - yesterday!,negative
That's how my cat tigger was seriously injured internally and passed away. From to big dogs stepping on there tender little bellies. And snapping at tigger to many times and one time is all it takes to be fatele cats are tiny compared to big dogs. That's a really sad thing and it's not funny it hurts the cat mentally and worst physically no way a much smaller animal can compete with a way larger one they try if you know cats they try to be accepted in there own ways and most of the time always misunderstood ❤,negative
Whoever scared the kitten down the hard wooden stairs on purpose is just a disgusting human being. I hope YT takes this down or at least demonitizes it. People should not make money from animals being hurt,negative
"You are both each others blessing my friend. Good for you to care for this boy.   If I may, your highest obligation to him is to protect him from the modern human world he cannot understand. And to protect him from his natural instincts.   Best wishes to both of you.",positive
Better time when they were worshipped as gods,positive
reading through these comments.....were doomed. this is ai.,negative
"I got mine in my 30s, she was abandoned at the dog day care I worked at. She was a 2 year old pitbull staffy mix and she was under 30 pounds. You could count every rib and vertebrae on her. They were going to turn her over to the humane society which would have euthanized. She was terrified and sick. I took her home. She's 5 now and she's everything to me",negative
Got my German Shepherd puppy just a few months ago and we love her. Guy who had her previously just couldn’t handle the breed.,positive
"He chewed up 1 too many Xbox controllers, but I'm confident he went to a better home...❤",positive
That's when he broke all the shock absorbers.,negative
Apollo was NOT about to let Dalton lose all his Pistach money in a scam call,negative
​​ @Zenocius  african greys pupils only really widen in low lighting. If he was scared his pupils would be very small,negative
wow so cute. That little tippy tap on the egg (was it? - edit: apparently just a rock) just too much cuteness...,positive
No AI dogs were hurt in this video,negative
Cats are EVIL,negative
Aww so cute 🥰 I love when he twirls and jumps,positive
Isabubs. I love that personal name.😂❤,positive
AI ruined it all and we’ll regret it badly very soon,negative
I don't care like the in his hand is like give me any bedd bro im tired like your the one who is acting xtra,negative
The poor Siamese had the worst fall. And the baby kitty. Terrible. Ooohh. And the brown tabby.,negative
Why does no one realize that he just ruined the whole turtle's life?,negative
Looked up yeet.  Good word.  Thanks.,positive
Too funny. They were worshipped though. Kinda makes you wonder how on earth any human would worship an animal but they have. Toast to evolution!🎉,positive
His personal alarm clock with no internet and battery and without alarm missing 😅,negative
Bro why you mean and 😢 incorrect,negative
I love Cats!!! 💪🏻❤️🙏🏻🌹,positive
They hate it because our hands reminds them why they cant take over the world...they dont have hands like yours,negative
I'm claustrophobic and this terrifies me,negative
So cute! He looked so awkward before flying off lol,positive
Get the dog. She was my best friend for 15years and I never regretted a single moment,positive
"😂so funny, thank you for sharing😂",positive
Wow amazing time cat❤❤❤❤❤,positive
Isn't that what a tennis ball does no hate but it could be real I did the pause tess and it didn't come off as a weird blurry picture,negative
The Ahhhhh and Whats up are the best.,positive
@bucketheadrox  they can drink from a bowl. Catering to bad animals is shameful,negative
"So cute , so adorable puppy, Merry Christmas doggie, wolf",positive
Let me just do this damage real quick and then leave 😂,negative
Don't trust yourself lol 😂,negative
"Well it sucks that your cats are scared of you. I've grabbed my cats numerous times and saved them from dangerous situation. Never made them scared by Helping them, they were grabbing me instead..",negative
Ty for saying free shlep,positive
Got to love our furry lil friends 😂,positive
"Kind sink this new society creating dogs like they are humans, here is the dogs rights? 😂",positive
Krazy how he looks like he enjoying chewing trees down.,positive
Great couple 😊,positive
"We went camping at the end of october, the dog distribution system sent me a six month old german Shepherd puppy. Someone had abandoned her and her siblings there in the desert, i couldn't get myself to leave her there, the sibling wouldn't allow us to catch it. Her name is Mocha and she is making a mess out of my house😂.",negative
""" Bad Dog. BAD DOG. BAD DOG "" 🤣🤣🤣🤣🤣",negative
"""Oh, is that my pond?""",positive
AI is fake and bad for the planet STOP THIS,negative
That's got to be the best doggie video out there. S..o.....f...u...n....n....y.,positive
I have a smiling Dalmatian. He’s got cancer and will probably die around Christmas :(,negative
The editing is very impressive I really appreciate the effort.,positive
The wolf would of killed the dog for those steaks. I might of wrestled him for one,negative
"Cat no.1: mama stop, stop it ,stop-  Cat no.2:stop stop stopidontlikethatstop stop stop   Cat no.3: challenger!? CMERE  cat no.4: no servant you shall not do that motion to my face  No.5: HUMAN, YOU DARE DO THAT FORBIDDEN MOTION TO MY FACE!? IN MY THOUSAND YEARS OF LIFE I HAVE NEVER SEEN SUCH IDIOTIC TOMFOOLERY SUCH AS THIS. YOU SHALL BE SMITED WITH THE POWER OF A THOUSAND SUNS",negative
She is such a pretty little puppy,positive
How the world war 2 trained the weak,negative
They were all dumped!! How awful.!! People are heartless !!,negative
I hate AI!!!!,negative
Top bunkers for the VIP and the VIP is the Huskies always,positive
​ @kctrippintv are you brain dead,negative
That would be one dead bird,negative
"These cats problem is not their attitude, it's having to deal with their owners that's their problem. What is wrong with these people causing stress to animals just to get views and likes. Pathetic.",negative
"That black cat was like, the devil is a liar.  Zoom. Lol😂",negative
Number 3😂 best example for never ever give up,positive
This makes me so angry stop abusing these poor things for views!!!,negative
"I will never get enough of this video. Just beyond funny, sweet, and some sassy for sure. I love all animals soooo much! 🥰💜💕",positive
"Bro just destroyed a whole population because a turtle when he hatches out of his attack, it threw numbers where it’s home and where it was there so if you take it and put it when it goes up, it not give birth because it can’t find its old home😢😢😢",negative
FLUFF!! is a  bad word for them??           that bad word is good!!,negative
Yall are so dumb it’s ai,negative
Love this lol 😂,positive
He said ill take that!!!!,negative
Safety first. Lions grew up with Kevin. So he trusts threm.,positive
Bless you more for having a good heart,positive
"Its so human like, its strange and cute at the same time",positive
lol hahaha what was in the egg?,positive
I love his little hands 😍😍🙏🏻,positive
I wish my teeth were that strong ! 😂,positive
The Woman yelling at the poor cat is so ridiculous. The poor cat was just worried about her 🙀🙀🙀😾😾😾,negative
Dalmatians are the worst dogs fr,negative
I didnt know it was deaf i thought they just used hand motions like i do with my dog,positive
As someone who grew up hunting I was always taught to respect what you hunt and eat and to use everything that animal can offer you. We are animals after all and the natural world can be cute but it is also very vicious and raw. A lot of times it's not about hurting them but sometimes populations need to be culled for others to be able to survive it's a big balancing act. ,negative
I feel so sad for that cat who was trying to get on the roof that poor mother cat,negative
​@Igzy_Izby do you consider this a useful or enjoyable way to spend your time?,positive
the ASL for walk was so CUTE ❤❤,positive
Cats can be very mean. 😳,negative
"My dad once held our cat in a very graceful cradle.  She was a very well mannered cat who loved everyone.  But this one time she just reached back with her front right paw and socked pops in the nose!  Dad said it actually hurt for a while!  Savage creatures they are, but sooo loveable",negative
The two raw chickens slapping each other is killing me dude 😭🙌,negative
Those cats were thrown down the stairs. That’s abuse,negative
"I know EXACTLY what that dog is saying.... “WHAT YOU OPEN THE DOOR FOR?????"" LOL....",negative
"I kinda hope so :) I just hope it’s not a drooly breed. I’m allergic to all dog’s saliva if it gets on me, but I want to give a pet an amazing life!",positive
Give them  best fresh meet that said . ❤🎉😂,positive
tjose  cats are absolutely no danger to him lol...my old farm cat possibly...she was a absolute murdure machine....came home to a big dead rabbit one day lol,negative
🤣🤣🤣🤣🤣🤣 I just can't get enough of this crazy mutt ! L💞VE HIM SO MUCH ! ! ! 🤣🤣🤣🤣🤣🤣,negative
Whats even crazier is theyre even mimicking the tone of the voice as well as the words! Theyre amazing!,positive
Are our homes horrible or what????,negative
"If u love chaos ball of fur get a cat, if u loves chaos and loving ball of fur get a dog, if you love ball of fur get anything you want and be responsible",positive
Recommending this book is like recommending Mein Kampf or The Turner Diaries. Good job ruining a cute animal video,positive
"The dog that trampled on the kitty then proceeded to smack the cat on the head was well pleased with themselves, stretching after😂😂😂😂😂❤❤❤",positive
For some reason they are really adorable like they look so chunky and huggable,positive
The worst part is that it was a land tortoise 😂😂😂,negative
Wait Oh no OH NO OH NO NO NO NO NO NO THAT A LAND TURTLE,negative
I ended up loosing her in a couple months it was horrifying to come back to what I saw the pain she must’ve gone through for our ignorance if you get that dog treat them like a 5 year old yea they aren’t a baby but so fkn much can happen and obv yea u don’t spawn in with a 5 year inks but you take at LEAST 5 years of knowledge and experience in when raising them take a lil time and study everything u can to protect them bc if you don’t raise them there’s no way fs ur gonna know their tendencies and such for example if you are unsure what a dog is finna do when left alone for long times most you should do is put them in a cage that they can stand comfortably in no more is needed but that size at LEAST no leashes or too much free range if you don’t every experience it a dog can and will choke them selves to death trying to get out especially if they have some sort of disorder or sum like anxiety or something to do with separation,negative
"He didn’t spit on it, ok, but he did slobber. He was serious. Respect.",positive
"""Jump the chump!"" ""I'm gonna die here""",negative
My dog is 16 had him since I was 9 gonna be a sad sad day when he passes,negative
How ignorant and delusional do you have to be to show a cat in distress that could have gotten attacked after the video and includ in into this video.,negative
"This was in that scene from Troy when Achilles ""Brad Pitt"" stuck a spear through Hector of Troy ""erick  bana"" and killed him.",negative
Omgoodness I just love them ! So so cute 😂👍,positive
Letting dogs hurt cats is not funny,negative
The only dog breed lol who rivals the attitude of cats the Chihuahua. That cat is brave messing with that  dogs coat 🤣🤣,positive
The cat that literally flew like a flying squirrel !!! That was awesome!!,positive
It just cuts between clips. How is this impressive? Do you find someone jingling keys in front of your face impressive too?,positive
​ @HeisenbergGoBrrr  you  REEK,negative
The proverb ‘a barking dog never bites’ isn’t really about dogs. It puts forward the opinion that people who are loud and threatening don’t back up their threats with action.,negative
"Right. Like when people cut you off almost make you crash, then you catch em at the light and they won’t look to the left or right (scary.) Or you pull up next to them and they’re like 2 century years old. Them I’m asking for forgiveness. Ok yeah",positive
Great call to action!,positive
the gasp just killed me,negative
I LOVE THESE VIDS😂😂😂😂😂😂,positive
THAT'S SICK bro said unhand my ears woman!,negative
You better be training them to be in the right bed so when they actually grow up to be really old they don't Learn bad habits I have a dog his name is Charlie and he is the best dog ever and he knows where his butt is your dog's You better get rid of that,positive
"Parrots also shrink their pupils in excitement or bright light. One parrot I had would often ""pinpoint"" her pupils when she talked or made certain learned noises. I've heard that's a common correlation.",positive
Love it.,positive
Idk who was more scared than the other. Talk about fake bullies.😅,negative
Ai your fools for believing this fools fools fools 😂,negative
He trust that lion more then I trust my boyfriend,positive
"Luckily, most people do not encounter lions, otherwise this video would trick them into thinking they are as harmless as a horse.",positive
Pretty sure this is ai,positive
My chis will be dead asleep...one word...whispered...makes them all insane squealers...OUTSIDE...LOL,negative
"Awww, it's not a wild wolf, it's a cute dog:] I would like to adopt one!",positive
NICELY TO BE HONEST WITH YOU 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 ❤❤❤❤❤,positive
Love all of them!!!,positive
"Everyone focusing on the little one becoming silent no one notcing the big guy got quiet too and stppped his snarling!  The dog in my propic was a morkie all of 9 and 1/2 lbs, HE COWED pit bull and chased a brown bear off the property we visited in NC. Little dogs can hurt bigger ones",negative
Love grays...very smart..can sound just like you....🎉,positive
The last cat seriously used raging parry,negative
kind of hurts my heart that some people allow their animals to potentially get hurt. Some not so funny,negative
I dont like this kind of video stop coming on my feed please,negative
I love the adorable face they make while they listen 😭,positive
The guy that kept videoing the cat that kept falling. Your an idiot! He could have gotten badly hurt! 🤬 Not Funny!,negative
the YOU pointing is a symbol of evil and wickedness of themselves 😂,negative
"If you unconditional love, get a dog.  I never had my own until I was 47 years old.  Greatest friend I ever had.",positive
Our blue dog used to go ballistic when it was time for a walk and we said so so we started to spell walk but the clever little girl learn to spell walk after we used to spell it ourselves when we were talking about when to take her for a WA l k.,positive
Poor groundhog.  He ment no harm.,negative
"Sounds like my Ivan. Was there for first date, engagement, wedding, duty station, two cars, and two babies. Best 11 years. Miss you, buddy. You were best boy.",positive
"""Oh wait a minute. Gold fishes live in water! I hate water!"" The humans open the door with a water bottle in their hands ""Oh no!"" The humans open the bottle cap and pour it into the bowl and the gingerbread man yells ""AAAAaaaaaAaagGgGGgggGgHHHhHhhhhHhHhHhhHhHhhhhhhHh"" And those were the last words of the Gingerbread man.",negative
"for those saying it's not Egyptian.... Yes, the scale she is using for her singing is using an Egyptian scale lol... regardless of the composers intentions for a greek movie. Arabic, Egyptian, etc... Also everyone is copying each other to sound smart saying it's not Egyptian because of a greek movie soundtrack and it's weird. You are all wrong, as a collective with the same mindset all being wrong.",negative
Cat's face is the best 😂😂😂,positive
Cats are so terrible,negative
I love Marmots,positive
"🐢: Help me pls I lost my POND but I turtley turned around...  Me: Lemme help you out.  🐢:STOP STOP!!! I DON'T WANT TO BE PICKED UP BY AN A ADULT! WHAT IS THIS?! ROBLOX!? I JUST ONLY NEED DIRECTIONS FREESHREPS!  Me: I'm just finding your pond  🐢: Wait is that my pond?  🐢:I'm sorry that I snapped at you...  🐢: Just chuck me in, YEET ME!",negative
Hey it would be lovely if you tagged the original creators.,positive
Who abandons them to that?  After seeing what happens to abandoned animals I would take them to a shelter first. Needless suffering!,negative
Real lions too confident xD,positive
How you dare to betray me? Master!,negative
This probably the best cat video ever. I laughed my shaft off 😂😂😂,positive
"​ @SABqyebffkxkfjz the broom one is debatable but the one where the mother cat jumps is pretty valid, u can hear meows in the clip towards its end if u listen closely( not those of the mother cat ) .",positive
"Never tell Huskies where they are going. You let them decide and then you bring the sweet goldens, labs, bulldogs and any body else in and let them pick the left overs. The only one who is better a husky is the Chihuahua because they are annoying. I know, I own 2. I can't even get in my own bed until they have decided where they are going lol",positive
"Otter was like : "" Mamma mia common forgettaboutit ! Wassamatta wit you ?🤌 Lookit dat that thing , does it look like some kinda fogeyzee to you ?? Ehhh ? Preemo stuff right there pal ! 🤌",positive
"People in general seem to enjoy filming cats & kittens when  they're getting hurt. In this one, the filmer allowed the kitten go around that huge wheel/toy. Cats are not indispensible creatures to get cheap laughs off. This one just made me see from the kitten's perpsective. You tube will block many works, but they allow borderline/full harm of another living creature. Cats are still second-class to dogs. Sorry, I've grown more empathetic to living entities that feel pain. My Husband's poor dog was accidentally choking on his collar bc our other dog's teeth got stuck on collar, making it tight and choking him. I almost dialed 911, bc ambulances are traveling around our small town att. Fortunately, dog got unstuck with some cutting of the collar and using scissors. Unfortunately, Titan, the victim has petichial hemorrhaging that may be permanent in his eyes.",negative
"I'm so sorry for your loss, my friend.  I lost my Shih-Tzu back in October a day before Halloween.  Had him for 15 years, almost 16.  Brain tumor got him.  :(  Had no symptoms at all and then boom.    He couldn't even stand up anymore.  It was putting pressure on his brain, causing him to have seizures.  Putting him to sleep was the hardest thing I've ever had to do, man.  No physical pain could ever amount to the pain I felt that day.  Much love to you and your late puppy.",negative
What an awful day I had and this just made it worse UGH,negative
Groundhogs have very poor eyesight. They are nearly blind.,negative
Typical cat always chooses violence as the first option!,negative
Ima tell mama cat dada cat is so dead when I tell mama cat,negative
They literally are😂😂 they're the worst guard dogs 😂,negative
Don’t kids behave the same way?  Sitting and watching your animals fight and aggravate.  No thanks,negative
"Number three isn’t funny by the way, it’s pretty sad because it’s getting hurt and it could hurt its leg or itself really really bad",negative
I love this so much!,positive
NO NO NOT AGAIN:dad: PICK UP THE PACE,negative
Yessss! My dog sees me put my hat on and goes wild. Its so cute!!,positive
If you're going to intimidate your pet then you don't deserve to have it.  Just because you're dominate in every way doesn't give you the  right to harass this animal any way you please just to get fake internet points.,negative
I’m gonna die !!!!😂😂😂😂,negative
Stop scaring them its so rude,negative
Its more like time to build a home lol,positive
"“Dang it Whis, stop singing in the shower""",negative
"My wife and I got our first dog 8 years ago, sadly he passed away about two months ago from an two year battle with a autoimmune disease. Losing a dog in your 20s is a pain I didn't know was imaginable",negative
WHY IS EVERY EMOTIONAL VIDEO IS AI!?,negative
"Cats have probably posted videos of their owners' wiped reactions & sounds‼️😅 My Burmese/ Siamese rolls off the bed constantly! Meanwhile her tri- color niece has gumption, but🤦🏻‍♀️no depth perception or she has no sense of fail. #kittenshortylove #blondeburmese",negative
Smarter than alot of homeowners lol,positive
IM GUNNA DIE HERE!!,negative
"Please stop putting that annoying noise between each video, I skip these compilations when they do that, so annoying, especially as a headphone user",negative
Awesome 🇦🇺 🙏 ❤,positive
"Get out of my 6! Hog! I'm sick of pappin' you every day!  Next time, you'll feel the claws !!",negative
How could it get any cuter . Adorable little otter ❤,positive
easy like partly hardened cheese 😮😮,positive
My lil pug Frenchie mix walks up at me with teethe showing just like that first clip lol,positive
This is why I love dogs so much you can see my dog on my youtube channel called Pooka Mama News.,positive
When you evolve from “King of the Tyrant Lizards” to “World’s Worst Alarm Clock”,negative
"the SECOND i saw that majestic creature and heard the audio i said ""he better not start doing the dance ill die"" YALL IM DEAD",negative
The one in the blanket was the best. 😂❤😊,positive
"4th cat.  ""Bad girl woke up and chose violence""",negative
Guys please donate to henry loves dog because of your little help many animals can be saved 🙏🙏 please please little help 😭🙏❤❤❤,positive
Love this,positive
Worst idea,negative
The cats’ name being Michael KILLS me,negative
Pretty sure they associate that with snakes,positive
Ai is killing people,negative
Cats waste no time letting you know what they think of you,negative
What evil human open that slide door 😂😂😂😂😂,negative
For people who have never had a cat. They don't listen to you at all unless there is food involved. They are soooo mean 😂😂😂,negative
So glad you saved them all!,positive
Nasty cats. NOT cute.,negative
"I really need birds. I have 14 cats, a dog, a hermit crab, and three goldfish, but I crave the chaos of birds.",negative
Its awesome how the birds have the same voice as the one who TEACHES THEM 😃,positive
This tutorial is top notch I will definitely recommend this.,positive
"This is satisfactory, I would like to hire Apollo to take all of my calls",positive
@dobyangel  at no point does the decibels or octaves reach any level to hurt the cat ears. Why did you even think that?,negative
Yep it is.  And the way he hands off the fish the man's hand returns the same way as when he accepted the rock.  We're so close to being fooled 100% of the time.  That'll be the day we should ALL get off social media forever. Too easy to trick us then.,positive
Otter smacks Rock this bad boy can crack open so many clams,negative
Good for you pretty girl glad some random Happiness came your way❤️ it’s a beautiful thing,positive
That's good act for love .thank you Best regard.,positive
The two dogs that were so over their people “forgetting” the word walk. One is side eyeing so hard it looks like it suspects the woman of criminal offense and the other is barking at her like “just say it!!”,negative
This performance is really helpful I enjoyed every second of it.,positive
"In ancient Egypt, cats were considered guardians of the underworld and the dead.",negative
Art of the deal. Don't get mad when he annexes your backyard stream because it's a matter of Otter security and the beavers will take it 🤷🏼‍♂️,positive
I feel worse for the scumbag with the camera. Real peice of garbage in a human skin suit.,negative
"I found a crushed beaver one time under his felled tree, I felt so sad for it.",negative
I love when cats slap !! 😻,positive
We need to get off social media this is brain rot and ruining our brains,negative
“Hey Apollo who’s talking on the phone” “A scam” Good job Apollo here’s a snack! Lol,positive
Great Job Bro.But have a question for world we can loves street dogs & Animals so much.But why we dont care about Human Beings.,positive
U dumb!!!,negative
"The way a dog will walk, sit, or lay on whoever is already sitting there without a hint of acknowledging their existence cracks me up. My dogs do it all the time and I'm frequently telling my girl ""Egypt, don't sit on charlie""...Egypt: proceeds to sit on poor charlie who's minding his own business while looking me dead in my eyes 😂😂😂",negative
Hahaha.  I can’t believe this alarm.  Outstanding. 😂😂,positive
This IS AI . Jeez I can't trust anything anymore. Suspicious,negative
"Good, because that's the only thing I'm good at! 😮",positive
"I adopted a 6 month old cat from a pet groomer for free. She was extremely nervous and it took almost a whole year before she even let me pet her. She had major trust issues and would dash at the slightest move.  My mom kept trying to convince me to give her up because she wasn’t ‘loveable’ but I refused to. It took a long time, and a lot of trust, but now she loves me, and lets me hold her. Animals need time and Kindness! Love them dearly!",positive
We need to stop AI this is awful and promotes nonsense contents,negative
My Chihuahua fell off the bed. She was 3 pounds. She died. Just from a 2 foot fall. These cats are crazy.,negative
Pretty sure these are ravens,positive
Ide say blues a cancer,negative
"My Princess decided she was going to jump from my 3rd story balcony. I brought her back into the house and had a long prayer and serious discussion about death and vets bills with her. She didn't act like she was hurt and that was a few weeks ago, still going strong. Once cats start working off vet bills, they may stop all this foolishness.",negative
ADORABLE ❤😂,positive
That groundhog was coming out to fight! 😂 Hes actually VERY tame. Country groundhogs are basically a vegan badger. Although weak... still mean and destroy everything they touch. 😂,negative
No reaction from my cat. I think my Bengal cat is broken since he’s supposed to be half Egyptian Mau 😅😂,negative
Love it so much 😂,positive
"""how dog can be better than me??"" Easily, dude, easily",positive
We won't have all the amazing species that are integral to our ecosystem much longer if Trump has anything to do with it!  He repealed all the Environmental Protection Agency's pollution rules to lower costs to corporations.  Complying with EPA rules cuts into the companies' profit margins!    Human life was assessed to have zero value when they estimated potential harm & costs of allowing such egregious pollution. Profits > human life!,positive
Poor kitty but it is all so funny at the same time like PAPA PLEASE!! I'M GOING TO DIE HERE!!!,positive
I love you ❤❤❤❤❤,positive
This isnt egyptian music you racist bigot,negative
"past 20, sadly all lies.",negative
"I like to stand in my living (which is between his food bowl and the frond door) and ask him ""Do you want to go for a walk"" pause for stampede to the door ""or do you want to eat?"" stampeded to the kitchen ""but are you sure you don't want to go outside first?""",positive
The little clucks after the kid starts moving sounded like he was laughing.,positive
I love it❤,positive
Chico is one stout rooster that thudding of his feet is like a drill sergeant lol,positive
"People being foolish and letting their cats fall, cats can die to yall",negative
"I’m gonna go with this is AI, but it’s cute nonetheless",positive
Stop anima abuse,negative
This isn't funny. Cats falling from these heights may look ok after landing but broken jaws are a very common injury from these types of falls. They will gyro to land feet first but their chins will slam into the ground. Cats hide injuries instinctively; they can suffer in silence while getting worse and worse.,negative
What fun ~ Thanks for sharing and the smiles it brought ❣️,positive
Thank you  for  that blessing.,positive
"As someone with groundhogs currently hibernating in his beater dead cars engine, that little guy is such a little old man, ive never seen their coats turn grey so im assuming mine a few years younger.",negative
"Just so yall know, sea world takes babies away from their mothers in the ocean and bring them here. not sure if it’s a sea lion or a seal but either way they took it from their mother in the ocean and brought it here just to perform for y’all and live in a tank. Stop supporting them, stop paying money just to go see a very tortured and abused animal perform.",negative
His name is Michael!! 😂😂 I love it,positive
"Gladiator Cat has heard the voice, and it reminded him of the time when he  killed Achilles",negative
"That's not sweet kitty, that's not sweet at all. 🤣",negative
You are so bad boy,negative
"Most of the clips aren't funny at all, poor cats.",negative
Fellow felines ha ha ha .,positive
Fantastic little smile from the pup. You have a beautiful dog.,positive
"I've had dogs through my childhood and as soon as I have the facilities to get my own one in my own place I'm adopting some old problematic dog, without kids or other dogs some dog that's sat in a shelter for ages would be good :D",positive
"Beautiful, just beautiful. Magnificent.",positive
why doing this ? IA is killing social irl things !,negative
"That crow repeating his name Poe, is so cute!",positive
"This is not real looking at it I can see straight away the gusty wind so strong nothing thing blow in that door , not a single hair on that dog move, lol that not fate good 😂😂",positive
The turtle said free shelp and I agree,positive
Wow great cat! It’s  focused,positive
I love it. Lol.❤❤❤❤,positive
❤ who doesn't love the sound of rooster calling cockadododdledoooooooo!!!❤😂,negative
Kathy hughes superman he made a bad decision brotahika fly he wanted to rue ruins. I wanted to the living room,negative
3. Ways.  Crazy 🤪 The cat was. But. To die 😢,negative
Correct me if I'm wrong because I'm really confused here... does nobody think this looks AI generated?,negative
He positively adorable ❤,positive
How cute are these!!!!!,positive
"Actually, the hostage situation with that poor intimidated bolt-eyed Rottie puppy - oh, poor dear. And a couple of devious voids.",negative
The really scary thing is that someone named a cat Michael..  that's horrible,negative
I really HATE animal owners who keep tiling...to try and get a good video and let their animals hurt themselves....she had time to sat ur gona fall ur gona fall yet didnt try to stop him at all. What an jerk.,negative
"Yah no, he's dead",negative
So adorable and cute and so pretty 😊❤😊❤😊 ❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤,positive
"I wouldn't leave my pets food /water out where wild animals could eat or drink, you never know what they may be carrying.  Also, they may attack due to hunger.",negative
Thank you for saving this  wonderful family❤,positive
"Wow, that flying cat over the railing and the woman sounding like a hyena!",positive
Bro is evil,negative
That was so bad to do that,negative
"You have just k!lled that turtle😢  Never ever pick a freshly hatched turtle to drop in the water/see.  They need to crawl themselves for multiple reasons. 1. This crawl helps them imprint on the beach’s magnetic and environmental cues 2.It also helps them develop strength and coordination needed to survive 4.Imprinting really matters The person who told you this was mostly correct: Sea turtles use Earth’s magnetic field and other cues to later return to the same region to lay eggs as adults Interfering with their natural journey can disrupt this process 5.Higher risk of death Handling hatchlings: Causes stress Can damage their fragile bodies Exposes them to bacteria or sunscreen/chemicals on human hands This reduces their already very low survival rate (only ~1 in 1,000 reaches adulthood).",negative
Cat flowing down needs a part in Opposites Attract xD,positive
This is great.,positive
Love these ❤❤❤❤,positive
This echoing sound inside the can is just awesome!,positive
"i had a dalmation growing up named Danny who only had 3 legs. Owners didnt want him because he was deffective and too much to care for. Funny part is i never had to treat him any different from any of my other dogs and he got around fine with no special walker or anything and actually ran really fast. Unfortunately we only got about 6 years with him before he died from cancer in his bladder. By the time the signs were showing the vet said anything we did would just prolong his suffering. So i took him home and fed him steak, bacon, eggs, and everything else he liked and walked him as much as he could before having to put him down once he couldnt walk anymore or sleep from the pain.. still makes me teary eyed to this day. Miss that dude...",negative
